Cluster 1:
1224.29 508.244
1221.62 531.656
1219.51 563.195
1219.94 598.752
1228.32 650.129
1217.31 729.877
1215.59 813.57
1220.41 889.708
1213.33 970.416
2493.0 669.0
2473.0 995.0
2455.0 672.0
2419.0 659.0
1163.0 586.0
1156.0 1002.0
1124.0 674.0
1038.0 692.0
174.0 488.0
169.0 730.0
156.0 402.0
123.0 708.0
98.0 849.0
1201.71 335.607
1200.95 120.297
1166.55 -130.222
1234.78 -647.902
1234.78 -647.902
1238.46 -635.444
1237.81 -626.127
1238.2 -616.585
1236.41 -600.996
1236.7 -585.255
1235.26 -575.949
1233.81 -557.074
1229.43 -541.318
1231.64 -535.066
1232.63 -522.608
1234.68 -513.297
1235.34 -500.449
1232.55 -494.117
1229.91 -487.742
1230.02 -471.661
1226.51 -445.808
1234.18 -419.557
1229.2 -396.77
1230.98 -347.346
1228.45 -290.818
1227.65 -233.206
1230.78 -192.536
1237.36 -155.104
1236.48 -111.171
1229.2 -81.0877
1231.97 -36.8384
1229.5 21.1898
1223.92 106.3
1226.32 211.473
1223.89 361.064
1263.31 -927.964
1235.04 -344.516
1233.23 155.477
1232.39 141.424
1232.18 137.903
1228.42 123.852
1222.09 102.448
1219.54 88.1452
1218.91 73.7781
1221.4 66.6373
1220.9 59.4281
1219.97 55.8551
1222.36 41.5078
1222.75 12.5843
1224.52 -19.9595
1221.88 -52.6189
1223.83 -95.9201
1218.5 -128.212
1220.3 -146.109
1221.67 -167.608
1225.65 -185.481
1229.6 -196.13
1229.05 -213.9
1228.9 -224.554
1225.88 -239.02
1227.69 -256.977
1229.15 -267.638
1229.17 -306.909
1235.08 -349.681
1234.46 -403.659
1230.63 -454.269
1229.1 -494.056
1235.62 -551.409
1234.63 -580.318
1242.04 -620.271
1243.45 -674.295
1251.2 -735.461
1257.68 -844.387
1263.76 -954.491
1235.5 -29.8156
1262.29 -698.034
2469.0 -694.0
2461.0 -733.0
2454.0 345.0
2442.0 -8.0
2429.0 -465.0
2415.0 -580.0
2409.0 -47.0
2407.0 -441.0
2406.0 -12.0
2401.0 43.0
2395.0 122.0
2375.0 -170.0
2374.0 -811.0
2370.0 -94.0
2347.0 -360.0
2340.0 -344.0
2089.0 301.0
299.0 340.0
285.0 193.0
277.0 -441.0
272.0 -564.0
217.0 -445.0
214.0 -519.0
211.0 288.0
208.0 -134.0
183.0 -415.0
161.0 -634.0
160.0 -556.0
119.0 -445.0
93.0 120.0
65.0 -236.0
58.0 224.0
34.0 -853.0
31.0 -281.0
30.0 -698.0
1193.76 2156.69
1198.16 2279.08
1197.96 2432.14
1172.9 2652.18
1207.31 2680.3
1205.41 2674.15
1204.18 2655.63
1201.1 2640.19
1197.62 2621.67
1199.04 2578.0
1195.56 2499.29
1192.94 2426.85
1192.3 2355.48
1194.63 2284.23
1193.82 2215.68
1192.61 2126.47
1189.61 2065.33
1217.44 3501.69
1216.01 3583.45
1210.21 3696.2
1232.88 3782.58
1230.0 3749.03
1227.2 3711.43
1229.76 3669.93
1234.5 3643.73
1238.02 3621.4
1234.92 3595.28
1233.15 3572.91
1229.55 3527.81
2372.0 3616.0
2346.0 3755.0
2300.0 3640.0
2297.0 3683.0
2217.0 3675.0
2124.0 3678.0
1133.0 3773.0
246.0 3679.0
228.0 3735.0
177.0 3709.0
170.0 3779.0
1202.28 2713.58
1201.99 2716.64
1195.44 2730.19
1196.55 2740.38
1197.29 2753.2
1200.72 2782.8
1201.95 2802.74
1202.76 2822.78
1202.52 2855.76
1205.95 2882.06
1201.63 2904.62
1202.32 2925.06
1200.45 2942.02
1199.71 2954.9
1195.94 2970.99
1195.06 2993.12
1195.02 3006.45
1197.77 3029.51
1194.39 3048.96
1192.8 3068.5
1191.51 3095.21
1197.36 3119.58
1196.39 3171.84
1198.29 3211.67
1194.46 3251.05
1191.57 3294.75
1202.32 3325.55
1206.72 3371.77
1200.77 3427.85
1222.37 2208.83
1267.97 2628.27
1321.51 2994.42
1329.01 3238.29
1203.11 2081.67
2368.0 2083.0
1964.0 2109.0
1949.0 2104.0
1881.0 2085.0
1806.0 2058.0
1804.0 2088.0
1717.0 2128.0
1500.0 2080.0
1355.0 2124.0
1327.0 2060.0
1309.0 2091.0
1201.0 2128.0
655.0 2059.0
645.0 2053.0
628.0 2133.0
280.0 2125.0
1223.07 3471.76
1221.88 3403.58
1220.6 3296.96
1216.54 3186.94
1217.11 3079.91
1207.83 2934.7
1219.8 2797.39
1223.7 2669.91
1215.19 2566.24
1207.53 2416.43
1212.09 2243.82
1199.28 2205.86
2444.0 2241.0
2328.0 2214.0
2274.0 2221.0
2207.0 2325.0
2119.0 2241.0
2110.0 2235.0
1979.0 2227.0
1847.0 2159.0
1592.0 2154.0
1485.0 2333.0
1481.0 2214.0
171.0 2228.0
157.0 2204.0
155.0 2202.0
104.0 2330.0
1214.81 2431.87
1260.13 2730.8
2481.0 2956.0
2467.0 2401.0
2459.0 3157.0
2457.0 2732.0
2114.0 2483.0
2.0 2907.0

Cluster 4:
1208.23 -5435.23
1270.31 -5418.92
1253.48 -5427.2
1266.66 -5569.08
1267.48 -5693.0
2246.0 -5436.0
2091.0 -5575.0
1834.0 -5652.0
1810.0 -5362.0
29.0 -5397.0
19.0 -5356.0
16.0 -5666.0
631.0 -5793.0
1303.32 -7844.58
1302.39 -7841.73
1302.39 -7841.73
1302.39 -7841.73
1302.39 -7841.73
1301.56 -7838.84
1301.56 -7838.84
1301.56 -7838.84
1298.51 -7826.94
1299.25 -7823.92
1297.47 -7820.92
1299.18 -7814.68
1299.14 -7811.56
1298.69 -7808.4
1300.49 -7801.86
1297.44 -7782.21
1294.64 -7772.28
1290.46 -7755.16
1289.69 -7748.12
1285.42 -7722.57
1284.39 -7692.91
1281.02 -7681.8
1281.02 -7681.8
1280.56 -7677.95
1280.93 -7662.51
1279.75 -7670.24
1283.77 -7730.2
1280.54 -7674.03
1280.54 -7674.03
1280.56 -7677.92
1281.02 -7681.81
1281.02 -7681.81
1283.19 -7704.42
1285.49 -7723.26
1286.58 -7734.49
1289.38 -7745.68
1289.86 -7749.38
1289.86 -7749.38
1289.91 -7753.03
1292.41 -7760.19
1295.74 -7770.76
1294.97 -7774.31
1296.79 -7777.76
1299.63 -7788.05
1301.05 -7805.12
1299.17 -7811.97
1299.64 -7815.29
1297.89 -7825.15
1302.22 -7844.16
1306.94 -7865.47
1305.59 -7911.18
1307.48 -7947.0
1302.71 -7998.74
1296.05 -8070.93
1303.48 -8167.76
1308.08 -8325.97
1315.36 -8566.89
1465.78 -8870.86
1158.59 -6157.37
1260.91 -6975.76
1260.91 -6980.08
1259.66 -6988.75
1258.27 -6997.44
1260.99 -7010.35
1260.86 -7040.42
1262.26 -7061.73
1264.04 -7086.84
1266.36 -6979.27
1305.43 -7959.71
1306.63 -7956.68
1305.21 -7950.57
1305.21 -7950.57
1305.21 -7950.57
1305.21 -7950.57
1304.17 -7947.48
1303.58 -7944.37
1302.87 -7928.65
1304.6 -7919.17
1302.61 -7909.68
1302.61 -7909.68
1303.7 -7903.29
1303.7 -7903.29
1305.89 -7893.57
1305.95 -7874.1
1304.65 -7858.01
1301.54 -7848.24
1301.19 -7805.64
1299.43 -7779.69
1302.97 -7743.28
1304.83 -7699.3
1299.59 -7597.55
1293.39 -7486.01
1290.21 -7364.15
1288.55 -7204.3
1280.22 -7027.79
1281.59 -6813.68
1280.87 -6600.99
1290.36 -6258.59
1303.91 -7915.76
1302.96 -7919.08
1302.79 -7922.4
1304.91 -7925.7
1303.55 -7935.65
1304.74 -7945.58
1303.39 -7955.55
1303.8 -7958.87
1303.8 -7958.87
1304.41 -7962.17
1305.52 -7965.47
1307.03 -7972.03
1305.75 -7975.31
1307.4 -7978.57
1307.81 -7981.81
1304.64 -7994.75
1303.4 -8014.13
1301.64 -8036.81
1301.97 -8059.62
1296.2 -8089.21
1293.7 -8095.89
1295.69 -8102.5
1293.37 -8118.9
1295.2 -8147.92
1300.94 -8179.84
1304.1 -8218.32
1308.55 -8260.01
1301.15 -8311.77
1305.11 -8340.54
1302.8 -8394.81
1294.6 -8459.75
1292.56 -8492.86
1298.49 -8538.69
1303.07 -8594.25
1271.39 -6142.32
1307.97 -8647.17
1288.16 -6296.17
1302.05 -8690.02
1291.09 -6463.05
1304.7 -8719.63
1293.73 -6590.6
1306.14 -8713.0
1258.05 -6609.77
1324.09 -8655.14
1086.03 -6562.16
1373.18 -8499.3
728.212 -6437.78
1378.27 -8217.81
1303.03 -7859.38
1307.21 -7848.36
1306.5 -7841.05
1304.42 -7822.75
1301.49 -7804.59
1302.02 -7797.33
1300.74 -7790.07
1300.67 -7786.44
1301.74 -7782.71
1303.54 -7760.45
1304.04 -7756.74
1305.63 -7745.53
1305.63 -7745.53
1308.98 -7730.31
1307.69 -7703.42
1307.4 -7638.11
1302.91 -7588.8
1299.07 -7550.96
1296.09 -7497.59
1292.61 -7463.61
1295.56 -7437.15
1296.53 -7433.36
1294.69 -7456.1
1332.42 -7543.12
2497.0 -7751.0
2495.0 -7745.0
2491.0 -6941.0
2490.0 -7716.0
2487.0 -8940.0
2486.0 -9468.0
2484.0 -8394.0
2479.0 -6586.0
2476.0 -9257.0
2475.0 -9014.0
2470.0 -6246.0
2293.0 -6998.0
2286.0 -9115.0
2282.0 -6730.0
2281.0 -6362.0
2280.0 -7057.0
2278.0 -9612.0
2277.0 -9303.0
1272.0 -6463.0
1270.0 -7804.0
20.0 -8777.0
12.0 -7711.0
4.0 -9878.0
3.0 -8510.0
1.0 -8925.0
1265.24 -5840.11
2289.0 -5869.0
1856.0 -5817.0
1855.0 -5872.0
1655.0 -5833.0
1645.0 -5832.0
1476.0 -5843.0
1390.0 -5826.0
1144.0 -5867.0
1049.0 -5855.0
1017.0 -5816.0
846.0 -5833.0
786.0 -5836.0
590.0 -5824.0
1276.57 -5981.57
2085.0 -5942.0
2045.0 -6076.0
1877.0 -5902.0
1742.0 -5978.0
1693.0 -5989.0
1573.0 -5954.0
1461.0 -6055.0
1408.0 -5909.0
1399.0 -5936.0
1334.0 -5964.0
1244.0 -5940.0
1064.0 -5997.0
944.0 -6024.0
657.0 -6037.0
296.0 -5978.0
274.0 -6062.0
23.0 -5934.0

